bf800000:	dummy;	3.4.0	1.8.4	0	1	0	0
3e91b3d0:	time lag;	0.27304	0.27804
3e8bcdc0:	dummy;	0.278996	8	-4	84
3e91bb90:	time lag;	0.27305	0.27900
3e8c25b0:	dummy;	0.279939	8	-4	84
3e91c190:	time lag;	0.27373	0.27994
3e8cbe40:	dummy;	0.280896	8	-5	84
3e91c718:	time lag;	0.27489	0.28090
3e8d51d8:	dummy;	0.281851	8	-6	84
3e91cc30:	time lag;	0.27602	0.28185
3e8ddd28:	dummy;	0.282807	8	-7	84
3e91d150:	time lag;	0.27708	0.28281
3e8e70e0:	dummy;	0.283759	8	-8	84
3e91d668:	time lag;	0.27820	0.28376
3e8f03d0:	dummy;	0.284703	8	-8	84
3e91db68:	time lag;	0.27933	0.28470
3e8fa850:	dummy;	0.28566	8	-8	84
3e91e0c8:	time lag;	0.28058	0.28566
3e8fac60:	dummy;	0.286615	8	-8	84
3e91e5e0:	time lag;	0.28061	0.28662
3e904c48:	dummy;	0.28757	8	-8	84
3e966600:	time lag;	0.28183	0.28757
3e90ac60:	dummy;	0.288523	8	-8	84
3e966e68:	time lag;	0.28257	0.28852
3e914100:	dummy;	0.289481	8	-8	84
3e967538:	time lag;	0.28370	0.28948
3e926ca0:	dummy;	0.290436	8	-8	84
3e967cb0:	time lag;	0.28598	0.29044
3e930018:	dummy;	0.293093	8	-8	84
3e9682f8:	time lag;	0.28711	0.29309
3e939ac0:	dummy;	0.294044	8	-8	84
3e968900:	time lag;	0.28829	0.29404
3e942f40:	dummy;	0.294996	8	-8	84
3e968ee8:	time lag;	0.28942	0.29500
3e94f8d8:	dummy;	0.295939	7	-8	85
3e9ae600:	time lag;	0.29096	0.29594
3e950460:	dummy;	0.296896	6	-8	86
3e9aed98:	time lag;	0.29105	0.29690
3e954368:	dummy;	0.297851	5	-8	87
3e9af8e0:	time lag;	0.29153	0.29785
3e95d0b8:	dummy;	0.298808	4	-8	88
3e9b0120:	time lag;	0.29261	0.29881
3e9658a0:	dummy;	0.299759	4	-8	88
3e9b07d0:	time lag;	0.29364	0.29976
3e96eda8:	dummy;	0.300703	4	-8	88
3e9b0f90:	time lag;	0.29478	0.30070
3e977038:	dummy;	0.301661	4	-8	88
3e9b1510:	time lag;	0.29578	0.30166
3e980970:	dummy;	0.302617	4	-8	88
3e9b1a70:	time lag;	0.29695	0.30262
3e98a090:	dummy;	0.303573	4	-8	88
3e9b1ff0:	time lag;	0.29810	0.30357
3e998740:	dummy;	0.304528	4	-8	88
3e9f5a30:	time lag;	0.29986	0.30453
3e99c2a0:	dummy;	0.305485	4	-8	88
3e9f6120:	time lag;	0.30031	0.30549
3e9a5e78:	dummy;	0.30644	4	-8	88
3e9f6790:	time lag;	0.30150	0.30644
3e9a5fe8:	dummy;	0.307396	4	-8	88
3e9f6d78:	time lag;	0.30151	0.30740
3e9aee00:	dummy;	0.308353	4	-8	88
3e9f7318:	time lag;	0.30260	0.30835
3e9b8240:	dummy;	0.30931	4	-8	88
3e9f7898:	time lag;	0.30373	0.30931
3e9c1dd0:	dummy;	0.310266	4	-8	88
3e9f7df8:	time lag;	0.30491	0.31027
3e9cb210:	dummy;	0.311222	4	-8	88
3e9f8358:	time lag;	0.30605	0.31122
3e9d3bd0:	dummy;	0.31218	4	-9	87
3e9f8b38:	time lag;	0.30710	0.31218
3e9d3d40:	dummy;	0.313135	4	-10	86
3e9f9db0:	time lag;	0.30711	0.31313
3e9e09e0:	dummy;	0.314092	4	-11	85
3ea3b2e0:	time lag;	0.30867	0.31409
3e9e5e00:	dummy;	0.315043	4	-12	84
3ea3bb00:	time lag;	0.30931	0.31504
3e9eece0:	dummy;	0.315995	4	-12	84
3ea3c360:	time lag;	0.31040	0.31600
3e9f75b8:	dummy;	0.316939	4	-12	84
3ea3cba0:	time lag;	0.31144	0.31694
3ea00580:	dummy;	0.317895	4	-12	84
3ea3d4b0:	time lag;	0.31254	0.31789
3ea006f0:	dummy;	0.318852	4	-12	84
3ea3db18:	time lag;	0.31255	0.31885
3ea099c0:	dummy;	0.319809	4	-12	84
3ea3e0e0:	time lag;	0.31367	0.31981
3ea13338:	dummy;	0.320766	4	-12	84
3ea3e6a0:	time lag;	0.31484	0.32077
3ea1ca38:	dummy;	0.321706	4	-12	84
3ea3ed10:	time lag;	0.31600	0.32171
3ea26678:	dummy;	0.322663	4	-12	84
3ea84cf0:	time lag;	0.31719	0.32266
3ea2f538:	dummy;	0.323625	4	-12	84
3ea85448:	time lag;	0.31828	0.32362
3ea38820:	dummy;	0.324581	4	-12	84
3ea85a70:	time lag;	0.31940	0.32458
3ea41918:	dummy;	0.325538	4	-12	84
3ea86038:	time lag;	0.32050	0.32554
3ea4a148:	dummy;	0.326494	4	-12	84
3ea865d8:	time lag;	0.32154	0.32649
3ea4a2b8:	dummy;	0.327451	4	-11	84
3ea86b38:	time lag;	0.32155	0.32745
3ea532c8:	dummy;	0.328407	4	-10	84
3ea87078:	time lag;	0.32265	0.32841
3ea5c7b0:	dummy;	0.329364	4	-9	84
3ea875b0:	time lag;	0.32379	0.32936
3ea65bc8:	dummy;	0.330321	4	-8	84
3ea87ad0:	time lag;	0.32492	0.33032
3ea6eef8:	dummy;	0.331278	4	-8	84
3eace440:	time lag;	0.32604	0.33128
3ea78290:	dummy;	0.332233	4	-8	84
3eaceb10:	time lag;	0.32717	0.33223
3ea81c10:	dummy;	0.33319	4	-8	84
3eacf118:	time lag;	0.32834	0.33319
3ea81d38:	dummy;	0.334147	4	-8	84
3eacf6a0:	time lag;	0.32835	0.33415
3ea8b958:	dummy;	0.335099	4	-8	84
3eacfc00:	time lag;	0.32954	0.33510
3ea8baa8:	dummy;	0.336042	4	-8	84
3ead0228:	time lag;	0.32955	0.33604
3ea9e000:	dummy;	0.336993	4	-8	84
3ead0788:	time lag;	0.33179	0.33699
3ea9e688:	dummy;	0.337937	4	-8	84
3ead0e38:	time lag;	0.33184	0.33794
3eaa6c80:	dummy;	0.338893	4	-8	84
3ead1330:	time lag;	0.33286	0.33889
3eaafc48:	dummy;	0.339849	4	-8	84
3ead1808:	time lag;	0.33396	0.33985
3eab90a8:	dummy;	0.340804	4	-8	84
3eb19e30:	time lag;	0.33509	0.34080
3eac2c60:	dummy;	0.34176	4	-8	84
3eb1a540:	time lag;	0.33628	0.34176
3eacc188:	dummy;	0.342696	4	-8	84
3eb1ab48:	time lag;	0.33741	0.34270
3ead50a8:	dummy;	0.343654	4	-8	84
3eb1b1b8:	time lag;	0.33851	0.34365
3ead51f8:	dummy;	0.344609	4	-8	84
3eb1b738:	time lag;	0.33852	0.34461
3eadd338:	dummy;	0.345565	4	-8	84
3eb1bcd8:	time lag;	0.33950	0.34557
3eae5fd8:	dummy;	0.346521	4	-8	84
3eb1c238:	time lag;	0.34057	0.34652
3eaef200:	dummy;	0.347478	4	-8	84
3eb1c778:	time lag;	0.34169	0.34748
3eaf8120:	dummy;	0.348434	4	-8	84
3eb1ccd8:	time lag;	0.34278	0.34843
3eb03408:	dummy;	0.349391	4	-8	84
3eb62520:	time lag;	0.34415	0.34939
3eb0a850:	dummy;	0.350346	4	-8	84
3eb62c58:	time lag;	0.34503	0.35035
3eb13d78:	dummy;	0.351304	4	-8	84
3eb63280:	time lag;	0.34617	0.35130
3eb1d860:	dummy;	0.352259	4	-8	84
3eb63868:	time lag;	0.34735	0.35226
3eb271c0:	dummy;	0.353215	4	-8	84
3eb63e28:	time lag;	0.34852	0.35322
3eb27678:	dummy;	0.354172	4	-8	84
3eb643a8:	time lag;	0.34856	0.35417
3eb27b90:	dummy;	0.35513	4	-8	84
3eb64950:	time lag;	0.34860	0.35513
3eb2f428:	dummy;	0.356082	4	-8	84
3eb64ed0:	time lag;	0.34952	0.35608
3eb386d0:	dummy;	0.357021	4	-8	84
3eb65470:	time lag;	0.35064	0.35702
3eb41c40:	dummy;	0.35796	4	-8	84
3eb65b00:	time lag;	0.35178	0.35796
3eb4c270:	dummy;	0.358915	5	-7	84
3eba8bb0:	time lag;	0.35305	0.35891
3eb545a8:	dummy;	0.359872	6	-6	84
3eba92a0:	time lag;	0.35405	0.35987
3eb5d550:	dummy;	0.360827	7	-5	84
3eba9910:	time lag;	0.35514	0.36083
3eb66b40:	dummy;	0.361783	8	-4	84
3eba9e90:	time lag;	0.35629	0.36178
3eb6ff38:	dummy;	0.362736	8	-4	84
3ebaa3b0:	time lag;	0.35742	0.36274
3eb78bc0:	dummy;	0.36368	8	-4	84
3ebaaaa0:	time lag;	0.35849	0.36368
3eb78d50:	dummy;	0.364635	8	-4	84
3ebab1b0:	time lag;	0.35850	0.36463
3eb80f38:	dummy;	0.36559	8	-4	84
3ebab738:	time lag;	0.35949	0.36559
3eb8a3d8:	dummy;	0.366545	8	-4	84
3ebabc70:	time lag;	0.36063	0.36655
3eb92d78:	dummy;	0.367501	8	-4	84
3ebed978:	time lag;	0.36168	0.36750
3eb9b910:	dummy;	0.368458	8	-4	84
3ebee0d0:	time lag;	0.36274	0.36846
3eba5af0:	dummy;	0.369413	8	-4	84
3ebee6d8:	time lag;	0.36398	0.36941
3ebae9d0:	dummy;	0.37037	8	-4	84
3ebeece0:	time lag;	0.36507	0.37037
3ebb7ef8:	dummy;	0.371326	8	-4	84
3ebef2a8:	time lag;	0.36620	0.37133
3ebc1330:	dummy;	0.372282	8	-4	84
3ebef7e0:	time lag;	0.36733	0.37228
3ebca8a0:	dummy;	0.373238	8	-4	84
3ebefd88:	time lag;	0.36847	0.37324
3ebd6450:	dummy;	0.374194	8	-4	84
3ec37540:	time lag;	0.36991	0.37419
3ebd66d0:	dummy;	0.375151	8	-5	84
3ec37c78:	time lag;	0.36993	0.37515
3ebd67d8:	dummy;	0.376103	8	-6	84
3ec38240:	time lag;	0.36993	0.37610
3ebdc1a8:	dummy;	0.377042	8	-7	84
3ec387e0:	time lag;	0.37062	0.37704
3ebe5798:	dummy;	0.377992	8	-8	84
3ec38d40:	time lag;	0.37176	0.37799
3ebeee98:	dummy;	0.378935	8	-8	84
3ec392c0:	time lag;	0.37291	0.37894
3ebf8488:	dummy;	0.37989	8	-8	84
3ec39950:	time lag;	0.37406	0.37989
3ec01730:	dummy;	0.380845	8	-8	84
3ec39ef0:	time lag;	0.37518	0.38084
3ec0ad28:	dummy;	0.3818	8	-8	84
3ec3a450:	time lag;	0.37632	0.38180
3ec13770:	dummy;	0.38275	8	-8	84
3ec3a9b0:	time lag;	0.37738	0.38275
3ec1bcd8:	dummy;	0.383693	8	-8	84
3ec3af78:	time lag;	0.37839	0.38369
3ec25180:	dummy;	0.384649	8	-8	84
3ec801f8:	time lag;	0.37953	0.38465
3ec25440:	dummy;	0.385604	8	-8	84
3ec80bc8:	time lag;	0.37955	0.38560
3ec2da98:	dummy;	0.386559	8	-8	84
3ec812e0:	time lag;	0.38057	0.38656
3ec36c58:	dummy;	0.387515	8	-8	84
3ec81928:	time lag;	0.38169	0.38751
3ec40078:	dummy;	0.38847	8	-8	84
3ec81f10:	time lag;	0.38282	0.38847
3ec48950:	dummy;	0.389425	8	-8	84
3ec824d8:	time lag;	0.38386	0.38943
3ec526d8:	dummy;	0.390381	8	-8	83
3ec82a78:	time lag;	0.38506	0.39038
3ec5bfb0:	dummy;	0.391337	8	-8	82
3ec83018:	time lag;	0.38623	0.39134
3ec69878:	dummy;	0.392294	8	-8	81
3ecc9e00:	time lag;	0.38788	0.39229
3ec6f0d0:	dummy;	0.39325	8	-8	80
3ecca730:	time lag;	0.38856	0.39325
3ec6f288:	dummy;	0.394205	8	-8	80
3eccae20:	time lag;	0.38857	0.39421
3ec78378:	dummy;	0.395162	8	-8	80
3eccb448:	time lag;	0.38967	0.39516
3ec78510:	dummy;	0.396119	8	-8	80
3eccba70:	time lag;	0.38969	0.39612
3ec81cf8:	dummy;	0.397071	8	-8	80
3eccc100:	time lag;	0.39085	0.39707
3ec8ad28:	dummy;	0.398012	8	-8	80
3eccc8e0:	time lag;	0.39195	0.39801
3ec94e38:	dummy;	0.398955	8	-8	80
3ecccf90:	time lag;	0.39317	0.39896
3ec9cb68:	dummy;	0.399912	8	-8	80
3eccd618:	time lag;	0.39413	0.39991
3eca5fc8:	dummy;	0.400868	8	-8	80
3eccdcc8:	time lag;	0.39526	0.40087
3ecb44c0:	dummy;	0.401824	8	-8	80
3ed140b8:	time lag;	0.39701	0.40182
3ecb8328:	dummy;	0.402779	8	-8	80
3ed147d0:	time lag;	0.39749	0.40278
3ecc08d8:	dummy;	0.403732	8	-8	80
3ed14dd8:	time lag;	0.39850	0.40373
3ecc0a68:	dummy;	0.404675	8	-8	80
3ed15398:	time lag;	0.39852	0.40468
3ecc9f98:	dummy;	0.40563	8	-8	80
3ed15920:	time lag;	0.39966	0.40563
3ecd3848:	dummy;	0.406585	7	-9	82
3ed15ea0:	time lag;	0.40082	0.40658
3ecdd140:	dummy;	0.40754	6	-10	84
3ed16400:	time lag;	0.40199	0.40754
3ece6a30:	dummy;	0.408498	5	-11	86
3ed16938:	time lag;	0.40315	0.40850
3ecf0220:	dummy;	0.409453	4	-12	88
3ed16e78:	time lag;	0.40431	0.40945
3ecfd698:	dummy;	0.41041	4	-12	88
3ed5e180:	time lag;	0.40593	0.41041
3ecfd8f0:	dummy;	0.411366	4	-12	88
3ed5e8b0:	time lag;	0.40595	0.41137
3ed02c50:	dummy;	0.412326	4	-12	88
3ed5ee98:	time lag;	0.40659	0.41233
3ed0c0d0:	dummy;	0.413282	4	-12	88
3ed5f418:	time lag;	0.40772	0.41328
3ed14640:	dummy;	0.414239	4	-12	88
3ed5f978:	time lag;	0.40874	0.41424
3ed1e5a0:	dummy;	0.415195	4	-12	88
3ed5feb8:	time lag;	0.40996	0.41519
3ed1e7b8:	dummy;	0.416154	4	-12	88
3ed603f8:	time lag;	0.40997	0.41615
3ed272a8:	dummy;	0.417111	4	-12	88
3ed60938:	time lag;	0.41103	0.41711
3ed30640:	dummy;	0.418064	4	-12	88
3ed60e50:	time lag;	0.41216	0.41806
3ed38e08:	dummy;	0.419011	4	-12	88
3ed613b0:	time lag;	0.41319	0.41901
3ed42440:	dummy;	0.419956	4	-12	88
3ed618d0:	time lag;	0.41434	0.41996
3ed4bc90:	dummy;	0.420913	4	-12	88
3eda7b70:	time lag;	0.41550	0.42091
3ed4bdd8:	dummy;	0.42187	4	-10	87
3eda8280:	time lag;	0.41551	0.42187
3ed547e0:	dummy;	0.422825	5	-8	86
3eda88b0:	time lag;	0.41656	0.42283
3ed5e2b0:	dummy;	0.42378	6	-6	85
3eda8f38:	time lag;	0.41775	0.42378
3ed67f70:	dummy;	0.424731	7	-4	84
3eda9500:	time lag;	0.41894	0.42473
3ed717e0:	dummy;	0.425675	8	-4	84
3eda9a60:	time lag;	0.42010	0.42568
3ed7add0:	dummy;	0.42663	8	-4	84
3eda9fc0:	time lag;	0.42125	0.42663
3ed844b0:	dummy;	0.427586	8	-4	84
3edaa500:	time lag;	0.42240	0.42759
3ed90cf8:	dummy;	0.428541	8	-4	84
3edec638:	time lag;	0.42393	0.42854
3ed90f50:	dummy;	0.429498	8	-4	84
3edece58:	time lag;	0.42394	0.42950
3ed95be0:	dummy;	0.430453	8	-4	84
3eded460:	time lag;	0.42453	0.43045
3ed9eef0:	dummy;	0.431409	8	-4	84
3eded9e0:	time lag;	0.42565	0.43141
3eda8390:	dummy;	0.432365	8	-4	84
3ededf60:	time lag;	0.42678	0.43236
3edb11a8:	dummy;	0.433324	8	-4	84
3edee4a0:	time lag;	0.42787	0.43332
3edb99f8:	dummy;	0.434279	8	-4	84
3edee9e0:	time lag;	0.42891	0.43428
3edc28f8:	dummy;	0.435236	8	-4	84
3edeeef8:	time lag;	0.43000	0.43524
3edcc3c0:	dummy;	0.43619	8	-4	84
3edef418:	time lag;	0.43118	0.43619
3edcc558:	dummy;	0.437146	8	-4	84
3edef930:	time lag;	0.43119	0.43715
3edd5fe0:	dummy;	0.438104	9	-6	85
3ee30cf0:	time lag;	0.43237	0.43810
3edddd70:	dummy;	0.439046	10	-8	86
3ee313a0:	time lag;	0.43333	0.43905
3ede7858:	dummy;	0.439989	11	-10	87
3ee31960:	time lag;	0.43451	0.43999
3ede7968:	dummy;	0.440935	12	-12	88
3ee32050:	time lag;	0.43452	0.44094
3edf1280:	dummy;	0.441892	12	-12	88
3ee325f8:	time lag;	0.43569	0.44189
3edfab10:	dummy;	0.442849	12	-12	88
3ee32b38:	time lag;	0.43685	0.44285
3ee03750:	dummy;	0.443806	12	-12	88
3ee33030:	time lag;	0.43792	0.44381
3ee0cc98:	dummy;	0.444765	12	-12	88
3ee33550:	time lag;	0.43906	0.44477
3ee19c78:	dummy;	0.445705	12	-12	88
3ee7a400:	time lag;	0.44065	0.44571
3ee1f860:	dummy;	0.446663	12	-12	88
3ee7abf8:	time lag;	0.44135	0.44666
3ee29150:	dummy;	0.447621	12	-12	88
3ee7b268:	time lag;	0.44251	0.44762
3ee29260:	dummy;	0.448578	12	-12	88
3ee7b9e0:	time lag;	0.44252	0.44858
3ee31898:	dummy;	0.449535	12	-12	88
3ee7c630:	time lag;	0.44355	0.44954
3ee43178:	dummy;	0.450493	12	-12	88
3ee7cda8:	time lag;	0.44569	0.45049
3ee43310:	dummy;	0.45145	12	-12	88
3ee7d438:	time lag;	0.44570	0.45145
3ee4c3a0:	dummy;	0.452407	12	-12	88
3ee7da40:	time lag;	0.44681	0.45241
3ee56000:	dummy;	0.453365	12	-12	87
3ee7e008:	time lag;	0.44800	0.45337
3ee64860:	dummy;	0.454324	11	-10	86
3eebe790:	time lag;	0.44977	0.45432
3ee69018:	dummy;	0.455281	10	-8	85
3eebee18:	time lag;	0.45032	0.45528
3ee728c8:	dummy;	0.456238	9	-6	84
3eebf3c0:	time lag;	0.45148	0.45624
3ee72a38:	dummy;	0.457193	8	-4	84
3eebf900:	time lag;	0.45149	0.45719
3ee72ac0:	dummy;	0.458151	8	-4	84
3eebfe18:	time lag;	0.45150	0.45815
3ee7b5f0:	dummy;	0.459108	8	-4	84
3eec0318:	time lag;	0.45256	0.45911
3ee84d78:	dummy;	0.460059	8	-4	84
3eec0810:	time lag;	0.45372	0.46006
3ee8ddc8:	dummy;	0.461009	8	-4	84
3eec0d08:	time lag;	0.45482	0.46101
3ee96810:	dummy;	0.461948	8	-4	84
3eec1208:	time lag;	0.45587	0.46195
3ee9fec8:	dummy;	0.462904	8	-4	84
3eec1700:	time lag;	0.45702	0.46290
3eea8e50:	dummy;	0.46386	8	-4	84
3ef04c88:	time lag;	0.45812	0.46386
3eeb29e8:	dummy;	0.464815	8	-4	84
3ef05448:	time lag;	0.45930	0.46481
3eebc9d0:	dummy;	0.465771	8	-4	84
3ef05ab0:	time lag;	0.46052	0.46577
3eebcc48:	dummy;	0.466724	8	-4	84
3ef060b8:	time lag;	0.46054	0.46672
3eec4cc0:	dummy;	0.467667	8	-4	84
3ef067d0:	time lag;	0.46152	0.46767
3eece228:	dummy;	0.468623	8	-4	84
3ef06f48:	time lag;	0.46266	0.46862
3eed6e68:	dummy;	0.469578	7	-5	85
3ef07510:	time lag;	0.46373	0.46958
3eee0e50:	dummy;	0.470534	6	-6	86
3ef07ab0:	time lag;	0.46495	0.47053
3eeee2e8:	dummy;	0.47149	5	-7	87
3ef4f160:	time lag;	0.46657	0.47149
3eef3b20:	dummy;	0.472444	4	-8	88
3ef4f8f8:	time lag;	0.46725	0.47244
3eefd740:	dummy;	0.4734	4	-8	88
3ef4ff88:	time lag;	0.46844	0.47340
3ef06598:	dummy;	0.474354	4	-8	88
3ef505d0:	time lag;	0.46953	0.47435
3ef06728:	dummy;	0.475311	4	-8	88
3ef51118:	time lag;	0.46954	0.47531
3ef0fb88:	dummy;	0.476268	4	-8	88
3ef519c0:	time lag;	0.47067	0.47627
3ef18200:	dummy;	0.477223	4	-8	88
3ef52090:	time lag;	0.47169	0.47722
3ef21a90:	dummy;	0.478179	4	-8	88
3ef526b8:	time lag;	0.47286	0.47818
3ef21c08:	dummy;	0.479135	4	-8	88
3ef52cc0:	time lag;	0.47287	0.47913
3ef2b2a0:	dummy;	0.480088	4	-8	88
3ef53280:	time lag;	0.47402	0.48009
3ef39a18:	dummy;	0.481034	4	-8	88
3ef98828:	time lag;	0.47579	0.48103
3ef3e098:	dummy;	0.481986	4	-8	88
3ef98ef8:	time lag;	0.47632	0.48199
3ef47b00:	dummy;	0.482929	4	-8	88
3ef99500:	time lag;	0.47750	0.48293
3ef47c98:	dummy;	0.483885	4	-8	88
3ef99aa8:	time lag;	0.47751	0.48389
3ef50070:	dummy;	0.48484	4	-8	88
3ef9a178:	time lag;	0.47852	0.48484
3ef58168:	dummy;	0.485795	5	-6	87
3ef9ab08:	time lag;	0.47950	0.48579
3ef60bd8:	dummy;	0.486747	6	-4	86
3ef9b2e8:	time lag;	0.48056	0.48675
3ef6a318:	dummy;	0.487691	7	-2	85
3ef9b9b8:	time lag;	0.48171	0.48769
3ef73688:	dummy;	0.488647	8	0	84
3ef9c110:	time lag;	0.48284	0.48865
3ef7d650:	dummy;	0.489602	8	0	84
3ef9c7c0:	time lag;	0.48406	0.48960
3ef859e8:	dummy;	0.490556	8	0	84
3efe1828:	time lag;	0.48506	0.49056
3ef8ef98:	dummy;	0.491511	8	0	84
3efe1fa0:	time lag;	0.48620	0.49151
3ef985b0:	dummy;	0.492465	8	0	84
3efe2650:	time lag;	0.48735	0.49246
3efa21a8:	dummy;	0.49342	8	0	84
3efe2c78:	time lag;	0.48854	0.49342
3efa2338:	dummy;	0.494373	8	0	84
3efe3260:	time lag;	0.48855	0.49437
3efab798:	dummy;	0.49533	8	0	84
3efe3820:	time lag;	0.48968	0.49533
3efb5028:	dummy;	0.496284	8	0	84
3efe3da0:	time lag;	0.49085	0.49628
3efbeba0:	dummy;	0.497239	8	0	84
3efe4348:	time lag;	0.49203	0.49724
3efcb1a8:	dummy;	0.498193	8	0	84
3f015970:	time lag;	0.49354	0.49819
3efcb408:	dummy;	0.499149	8	0	84
3f015cb8:	time lag;	0.49356	0.49915
3efcff40:	dummy;	0.500105	8	0	84
3f015f88:	time lag;	0.49413	0.50011
3efd94d0:	dummy;	0.501057	10	-2	83
3f016228:	time lag;	0.49528	0.50106
3efe2f58:	dummy;	0.502007	12	-4	82
3f0164b8:	time lag;	0.49645	0.50201
3efebc60:	dummy;	0.502951	14	-6	81
3f016734:	time lag;	0.49753	0.50295
3efebdb0:	dummy;	0.503908	16	-8	80
3f0169a0:	time lag;	0.49754	0.50391
3eff5518:	dummy;	0.504865	16	-8	80
3f016c0c:	time lag;	0.49870	0.50487
3effec98:	dummy;	0.505822	16	-8	80
3f01701c:	time lag;	0.49985	0.50582
3f003b50:	dummy;	0.506778	16	-8	80
3f017460:	time lag;	0.50091	0.50678
3f00a890:	dummy;	0.507731	16	-8	80
3f039ffc:	time lag;	0.50257	0.50773
3f00cc68:	dummy;	0.508675	16	-8	80
3f03a398:	time lag;	0.50312	0.50867
3f011a34:	dummy;	0.509631	16	-8	80
3f03a69c:	time lag;	0.50431	0.50963
3f016b10:	dummy;	0.510587	16	-8	80
3f03a96c:	time lag;	0.50554	0.51059
3f016bec:	dummy;	0.511544	16	-8	80
3f03acc4:	time lag;	0.50555	0.51154
3f01ac14:	dummy;	0.512501	16	-8	80
3f03af84:	time lag;	0.50653	0.51250
3f01f278:	dummy;	0.513457	16	-8	80
3f03b234:	time lag;	0.50761	0.51346
3f0236c0:	dummy;	0.514414	16	-8	80
3f03b4c4:	time lag;	0.50865	0.51441
3f0281bc:	dummy;	0.51537	16	-8	80
3f03b764:	time lag;	0.50979	0.51537
3f02ebb4:	dummy;	0.516328	16	-8	80
3f05ebd8:	time lag;	0.51141	0.51633
3f031550:	dummy;	0.517285	14	-9	82
3f05ef64:	time lag;	0.51204	0.51728
3f0361cc:	dummy;	0.518243	12	-10	84
3f05f244:	time lag;	0.51321	0.51824
3f03ad90:	dummy;	0.519199	10	-11	86
3f05f4f4:	time lag;	0.51437	0.51920
3f03f950:	dummy;	0.520158	8	-12	88
3f05f794:	time lag;	0.51552	0.52016
3f03f9c8:	dummy;	0.521115	8	-12	88
3f05fa24:	time lag;	0.51553	0.52111
3f043d38:	dummy;	0.522073	8	-12	88
3f05fcb0:	time lag;	0.51656	0.52207
3f043dbc:	dummy;	0.523012	8	-12	88
3f05ff30:	time lag;	0.51657	0.52301
3f0483ec:	dummy;	0.523955	8	-12	88
3f0601ac:	time lag;	0.51764	0.52395
3f04cd64:	dummy;	0.524913	8	-12	88
3f060428:	time lag;	0.51876	0.52491
3f053804:	dummy;	0.525869	8	-12	88
3f085718:	time lag;	0.52039	0.52587
3f0563cc:	dummy;	0.526825	8	-12	88
3f085be0:	time lag;	0.52105	0.52682
3f05b260:	dummy;	0.527782	8	-12	88
3f0860dc:	time lag;	0.52225	0.52778
3f0601cc:	dummy;	0.528734	8	-12	88
3f0863d0:	time lag;	0.52346	0.52873
3f064a18:	dummy;	0.529678	8	-12	88
3f0866a0:	time lag;	0.52457	0.52968
3f064ae0:	dummy;	0.530635	8	-12	88
3f086950:	time lag;	0.52458	0.53063
3f069294:	dummy;	0.531591	8	-12	88
3f086c10:	time lag;	0.52567	0.53159
3f06dd48:	dummy;	0.532548	7	-10	86
3f086ec0:	time lag;	0.52681	0.53255
3f0727bc:	dummy;	0.533505	6	-8	84
3f08726c:	time lag;	0.52795	0.53351
3f07a67c:	dummy;	0.53446	5	-6	82
3f0a6fc4:	time lag;	0.52988	0.53446
3f07b7f8:	dummy;	0.535415	4	-4	80
3f0a7380:	time lag;	0.53015	0.53541
3f080378:	dummy;	0.536371	4	-4	80
3f0a76c8:	time lag;	0.53130	0.53637
3f084ec8:	dummy;	0.537329	4	-4	80
3f0a79cc:	time lag;	0.53245	0.53733
3f089470:	dummy;	0.538284	4	-4	80
3f0a7c9c:	time lag;	0.53351	0.53828
3f089538:	dummy;	0.539241	4	-4	80
3f0a7f70:	time lag;	0.53353	0.53924
3f08de1c:	dummy;	0.540196	4	-4	80
3f0a8230:	time lag;	0.53464	0.54020
3f08dec0:	dummy;	0.541154	4	-4	80
3f0a84f0:	time lag;	0.53465	0.54115
3f092664:	dummy;	0.54211	4	-4	80
3f0a87a0:	time lag;	0.53574	0.54211
3f0972f0:	dummy;	0.54306	4	-4	80
3f0a8a60:	time lag;	0.53691	0.54306
3f09bd30:	dummy;	0.544005	4	-4	80
3f0cbc18:	time lag;	0.53804	0.54400
3f0a07b4:	dummy;	0.544948	4	-4	80
3f0cc068:	time lag;	0.53918	0.54495
3f0a5238:	dummy;	0.545905	4	-4	80
3f0cc390:	time lag;	0.54032	0.54590
3f0a9fc0:	dummy;	0.54686	4	-4	80
3f0cc684:	time lag;	0.54150	0.54686
3f0aa0bc:	dummy;	0.547815	4	-4	80
3f0cc944:	time lag;	0.54152	0.54782
3f0ae0c0:	dummy;	0.54877	5	-3	82
3f0ccc48:	time lag;	0.54249	0.54877
3f0b2378:	dummy;	0.549722	6	-2	84
3f0ccf08:	time lag;	0.54351	0.54972
3f0b6a84:	dummy;	0.550665	7	-1	86
3f0cd1b8:	time lag;	0.54459	0.55066
3f0bb688:	dummy;	0.55162	8	0	88
3f0cd458:	time lag;	0.54575	0.55162
3f0c0800:	dummy;	0.552573	8	0	88
3f0f16b0:	time lag;	0.54700	0.55257
3f0c4900:	dummy;	0.553527	8	0	88
3f0f1a80:	time lag;	0.54799	0.55353
3f0c8dd0:	dummy;	0.554483	8	0	88
3f0f1db4:	time lag;	0.54904	0.55448
3f0cd1fc:	dummy;	0.555437	8	0	88
3f0f2140:	time lag;	0.55008	0.55544
3f0d1914:	dummy;	0.556392	8	0	88
3f0f2454:	time lag;	0.55116	0.55639
3f0d6734:	dummy;	0.557346	8	0	88
